NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,0.00187,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,5.17e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,0.000776,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.92e-09,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493110,General Warehousing and Storage,1.29e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488510,Freight Transportation Arrangement,1.16e-08,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,0.00114,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,1.22e-08,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
493120,Refrigerated Warehousing and Storage,4.71e-10,0.244,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
488490,Other Support Activities for Road Transportation,2.38e-07,0.162,Metal,1.0,7.0,7.0,0.0838563504755357,7.083856350475536
442299,All Other Home Furnishings Stores,4.98e-10,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
813311,Human Rights Organizations,1.26e-09,0.059,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
551112,Offices of Other Holding Companies,1.04e-10,0.084,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
332420,Metal Tank (Heavy Gauge) Manufacturing,3.36e-10,0.267,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
562212,Solid Waste Landfill,7.84e-09,0.988,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
812199,Other Personal Care Services,1e-08,0.125,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541340,Drafting Services,3.99e-09,0.103,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
523130,Commodity Contracts Dealing,9.77e-08,0.043,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311920,Coffee and Tea Manufacturing,0.184,0.313,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,1.52e-07,0.112,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
722511,Full-Service Restaurants,7.98e-10,0.194,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
512191,Teleproduction and Other Postproduction Services,0.000665,0.047,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
313230,Nonwoven Fabric Mills,1.39e-08,0.48,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
813211,Grantmaking Foundations,3.11e-10,0.059,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
561499,All Other Business Support Services,2.04e-09,0.111,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
562219,Other Nonhazardous Waste Treatment and Disposal,1.9e-06,0.988,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333613,Mechanical Power Transmission Equipment Manufacturing,5.41e-08,0.187,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",8.18e-08,0.438,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
332710,Machine Shops,1.81e-08,0.262,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
424710,Petroleum Bulk Stations and Terminals,3.14e-09,0.102,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
515120,Television Broadcasting,2.53e-09,0.079,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
221330,Steam and Air-Conditioning Supply,1.09e-09,0.578,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
424710,Petroleum Bulk Stations and Terminals,4.95e-10,0.102,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311513,Cheese Manufacturing,2.2e-09,0.936,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
114112,Shellfish Fishing,5.99e-10,0.127,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
323117,Books Printing,4.79e-09,0.202,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
423520,Coal and Other Mineral and Ore Merchant Wholesalers,0.00181,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
448120,Women's Clothing Stores,1.33e-09,0.138,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
483211,Inland Water Freight Transportation,3.7e-05,0.816,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
522210,Credit Card Issuing,0.000286,0.072,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",0.0917,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
722310,Food Service Contractors,1.86e-07,0.132,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
621512,Diagnostic Imaging Centers,0.0765,0.092,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,1.52e-07,0.112,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
522210,Credit Card Issuing,5.15e-10,0.072,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
562119,Other Waste Collection,3.21e-07,0.988,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
446191,Food (Health) Supplement Stores,1.4e-09,0.13,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
447110,Gasoline Stations with Convenience Stores,0.000656,0.183,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
336612,Boat Building,0.000548,0.15,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
525910,Open-End Investment Funds,1.58e-07,0.218,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities",5.79e-09,0.093,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
445120,Convenience Stores,7.86e-10,0.186,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
517410,Satellite Telecommunications,8.34e-06,0.078,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
611519,Other Technical and Trade Schools,0.0892,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334514,Totalizing Fluid Meter and Counting Device Manufacturing,1.75e-08,0.063,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
611410,Business and Secretarial Schools,4.17e-10,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
441310,Automotive Parts and Accessories Stores,2.93e-10,0.073,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
331313,Alumina Refining and Primary Aluminum Production,3.39e-09,1.003,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311313,Beet Sugar Manufacturing,1.68e-10,0.442,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
316992,Women's Handbag and Purse Manufacturing,2.16e-10,0.222,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
424510,Grain and Field Bean Merchant Wholesalers,2.43e-07,0.144,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311340,Nonchocolate Confectionery Manufacturing,2e-08,0.442,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333242,Semiconductor Machinery Manufacturing,2.28e-08,0.13,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
423420,Office Equipment Merchant Wholesalers,0.000216,0.074,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111150,Corn Farming,8.8e-10,0.809,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111310,Orange Groves,7.22e-11,0.429,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
624190,Other Individual and Family Services,5.46e-09,0.118,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
212313,Crushed and Broken Granite Mining and Quarrying,2.63e-05,0.193,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
236117,New Housing For-Sale Builders,0.00385,0.216,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
621330,Offices of Mental Health Practitioners (except Physicians),2.14e-09,0.105,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
212322,Industrial Sand Mining,1.88e-10,0.184,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541110,Offices of Lawyers,1.48e-09,0.041,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333613,Mechanical Power Transmission Equipment Manufacturing,1.01e-08,0.187,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
337212,Custom Architectural Woodwork and Millwork Manufacturing,7.65e-10,0.184,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
331511,Iron Foundries,3.45e-08,0.349,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
332321,Metal Window and Door Manufacturing,3.59e-08,0.195,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
611430,Professional and Management Development Training,1.28e-08,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333515,Cutting Tool and Machine Tool Accessory Manufacturing,1.02e-05,0.184,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
486210,Pipeline Transportation of Natural Gas,3.14e-08,1.619,Other,1.0,1.619,1.5024238887877235,0.0838563504755357,1.5862802392632591
322121,Paper (except Newsprint) Mills,5.39e-08,0.603,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
112390,Other Poultry Production,8.18e-10,0.407,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
721214,Recreational and Vacation Camps (except Campgrounds),7.54e-10,0.145,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
621111,Offices of Physicians (except Mental Health Specialists),1.74e-09,0.083,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
336360,Motor Vehicle Seating and Interior Trim Manufacturing,1.08e-06,0.315,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
115112,"Soil Preparation, Planting, and Cultivating",0.198,0.384,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
311313,Beet Sugar Manufacturing,4.78e-08,0.442,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111419,Other Food Crops Grown Under Cover,2.48e-08,0.266,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",3.59e-05,0.156,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
512110,Motion Picture and Video Production,8.48e-08,0.047,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
331110,Iron and Steel Mills and Ferroalloy Manufacturing,4.14e-10,0.769,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
326191,Plastics Plumbing Fixture Manufacturing,1.34e-07,0.344,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
424910,Farm Supplies Merchant Wholesalers,3.98e-07,0.144,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
541940,Veterinary Services,2.07e-08,0.127,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334112,Computer Storage Device Manufacturing,1.69e-10,0.04,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
561621,Security Systems Services (except Locksmiths),2.96e-10,0.074,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
481112,Scheduled Freight Air Transportation,3.08e-10,0.644,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
561720,Janitorial Services,8.05e-09,0.214,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
423520,Coal and Other Mineral and Ore Merchant Wholesalers,6.31e-10,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
336350,Motor Vehicle Transmission and Power Train Parts Manufacturing,8.73e-08,0.226,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
236117,New Housing For-Sale Builders,0.000411,0.216,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
213114,Support Activities for Metal Mining,3.92e-05,0.372,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
238390,Other Building Finishing Contractors,1.27e-09,0.221,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
313230,Nonwoven Fabric Mills,1.39e-08,0.48,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,1.54e-05,0.116,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
327991,Cut Stone and Stone Product Manufacturing,7.77e-08,0.148,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
611692,Automobile Driving Schools,1.22e-05,0.108,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
445110,Supermarkets and Other Grocery (except Convenience) Stores,0.00138,0.186,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",8.53e-08,0.163,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
112920,Horses and Other Equine Production,0.00145,1.077,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
322121,Paper (except Newsprint) Mills,5.39e-08,0.603,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
111930,Sugarcane Farming,1.55e-08,0.703,Other,1.0,1.5,1.5024238887877235,0.0838563504755357,1.5862802392632591
