NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions,Transport Mode
621910,Ambulance Services,5.51e-05,0.18,Other,3,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
444190,Other Building Material Dealers,3.41e-08,0.087,Other,8,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,land
221320,Sewage Treatment Facilities,1.87e-08,0.578,Other,2,1.5,1.5024238887877237,0.0838563504755357,1.5862802392632591,water
511191,Greeting Card Publishers,0.000139,0.053,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,3.14e-10,0.059,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.91e-06,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,4.15e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,2.74e-10,0.072,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,1.76e-09,0.072,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,1.83e-08,0.059,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.91e-06,0.074,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,2.74e-10,0.072,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,4.15e-10,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511199,All Other Publishers,0.000425,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,0.000139,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,1.83e-08,0.059,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,2.74e-10,0.072,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,0.000139,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.6e-10,0.074,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511130,Book Publishers,2.74e-10,0.072,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,0.000139,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511110,Newspaper Publishers,9.85e-10,0.043,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,0.000139,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,4.15e-10,0.074,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.6e-10,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,1.76e-09,0.072,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,2.74e-10,0.072,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,4.15e-10,0.074,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,1.76e-09,0.072,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511110,Newspaper Publishers,9.85e-10,0.043,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,8.64e-08,0.074,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,8.64e-08,0.074,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,1.83e-08,0.059,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,0.000139,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,2.74e-10,0.072,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,1.83e-08,0.059,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,4.15e-10,0.074,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511130,Book Publishers,1.76e-09,0.072,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,0.000139,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511110,Newspaper Publishers,9.85e-10,0.043,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,0.000139,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.6e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,2.74e-10,0.072,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511199,All Other Publishers,0.000425,0.053,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,1.83e-08,0.059,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,4.15e-10,0.074,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,8.64e-08,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,1.83e-08,0.059,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511110,Newspaper Publishers,9.85e-10,0.043,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,3.14e-10,0.059,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.91e-06,0.074,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511110,Newspaper Publishers,9.85e-10,0.043,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511110,Newspaper Publishers,9.85e-10,0.043,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,0.000139,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,4.15e-10,0.074,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,8.64e-08,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511199,All Other Publishers,0.000425,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511110,Newspaper Publishers,9.85e-10,0.043,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511110,Newspaper Publishers,9.85e-10,0.043,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,0.000139,0.053,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,8.64e-08,0.074,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.91e-06,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.91e-06,0.074,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,1.76e-09,0.072,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,0.000139,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,8.64e-08,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,3.14e-10,0.059,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511110,Newspaper Publishers,9.85e-10,0.043,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.91e-06,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,0.000139,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,1.83e-08,0.059,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511199,All Other Publishers,0.000425,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.91e-06,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,3.14e-10,0.059,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511110,Newspaper Publishers,9.85e-10,0.043,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,4.15e-10,0.074,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.91e-06,0.074,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511199,All Other Publishers,0.000425,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511110,Newspaper Publishers,9.85e-10,0.043,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511110,Newspaper Publishers,9.85e-10,0.043,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,2.74e-10,0.072,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.91e-06,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511199,All Other Publishers,0.000425,0.053,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,1.76e-09,0.072,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511140,Directory and Mailing List Publishers,6.33e-06,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511120,Periodical Publishers,1.83e-08,0.059,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.91e-06,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511110,Newspaper Publishers,9.85e-10,0.043,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511110,Newspaper Publishers,9.85e-10,0.043,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511120,Periodical Publishers,3.14e-10,0.059,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,4.15e-10,0.074,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511199,All Other Publishers,0.000425,0.053,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,8.64e-08,0.074,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511120,Periodical Publishers,1.83e-08,0.059,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511130,Book Publishers,2.74e-10,0.072,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.6e-10,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,2.74e-10,0.072,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,5.42e-08,0.053,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
491110,Postal Service,6.6e-10,0.074,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,8,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511130,Book Publishers,1.76e-09,0.072,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
491110,Postal Service,6.91e-06,0.074,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,6.91e-06,0.074,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,0.000139,0.053,Paper,4,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511110,Newspaper Publishers,9.85e-10,0.043,Paper,10,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
511191,Greeting Card Publishers,0.000139,0.053,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,air
491110,Postal Service,4.15e-10,0.074,Paper,3,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511130,Book Publishers,2.74e-10,0.072,Paper,2,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511120,Periodical Publishers,1.83e-08,0.059,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,land
511140,Directory and Mailing List Publishers,0.000425,0.053,Paper,7,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511130,Book Publishers,1.76e-09,0.072,Paper,6,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511130,Book Publishers,2.74e-10,0.072,Paper,9,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511199,All Other Publishers,0.000425,0.053,Paper,5,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
511191,Greeting Card Publishers,0.000139,0.053,Paper,1,1.2,1.2000000000000015,0.0838563504755357,1.2838563504755371,water
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,5,2.5,2.5,0.0838563504755357,2.583856350475536,water
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,5,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,10,2.5,2.5,0.0838563504755357,2.583856350475536,land
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,10,2.5,2.5,0.0838563504755357,2.583856350475536,land
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,8,2.5,2.5,0.0838563504755357,2.583856350475536,land
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,3,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,8,2.5,2.5,0.0838563504755357,2.583856350475536,land
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,9,2.5,2.5,0.0838563504755357,2.583856350475536,water
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,8,2.5,2.5,0.0838563504755357,2.583856350475536,air
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,6,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,6,2.5,2.5,0.0838563504755357,2.583856350475536,land
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,9,2.5,2.5,0.0838563504755357,2.583856350475536,water
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,9,2.5,2.5,0.0838563504755357,2.583856350475536,land
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,7,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,8,2.5,2.5,0.0838563504755357,2.583856350475536,land
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,6,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,4,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,4,2.5,2.5,0.0838563504755357,2.583856350475536,air
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,10,2.5,2.5,0.0838563504755357,2.583856350475536,water
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,7,2.5,2.5,0.0838563504755357,2.583856350475536,water
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,4,2.5,2.5,0.0838563504755357,2.583856350475536,land
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,7,2.5,2.5,0.0838563504755357,2.583856350475536,land
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1,2.5,2.5,0.0838563504755357,2.583856350475536,land
